URL,Class1 (mandatory),Class2 (not mandatory),Class2 (not mandatory),Duplicate,
http://www.alfa.lt/straipsnis/930454/angry-birds-realybeje-isprotejusi-sarka-uzpuole-dviratininka,crime,,,0,
http://www.delfi.lt/auto/automobiliu-sportas/sakiu-taures-kartingo-varzybose-astuonios-desimtys-dalyviu-is-sesiu-valstybiu.d?id=63157500,auto,sports,,0,
http://www.alfa.lt/straipsnis/49879989/es-sustabde-sankcijas-iranui,politics,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/turimais-duomenimis-japonijoje-nukentejusiu-lietuvos-pilieciu-nera-56-141401,crime,,,0,
http://www.15min.lt/ji24/straipsnis/grozis/hipoalergine-kosmetika-saugesne-563-318725,health,style,,0,
http://www.delfi.lt/verslas/energetika/verslininkas-saules-ir-zemes-energija-pigiau-nei-malkos.d?id=57607899,business,,,0,
http://www.tv3.lt/naujiena/208920/asmik-grigorian-vadovaus-lnk-muzikos-akademijai,humaninterest,,,0,
http://www.tv3.lt/naujiena/574651/silicio-slenio-vadovai-raskys-sekmes-vaisius,business,,,0,
http://www.diena.lt/naujienos/vilnius/miesto-pulsas/valstybes-kontroles-auditoriai-ikurdinti-verslo-trikampyje-308329,business,politics,,0,
http://www.tv3.lt/naujiena/554952/kaip-sustabdyti-kraujavima-is-nosies,health,,,0,
http://www.diena.lt/naujienos/klaipeda/miesto-pulsas/meras-savaite-vieses-turkijoje-580254,politics,travel,,0,
http://www.delfi.lt/gyvenimas/karjera/ar-imanoma-isvengti-pavydo-darbe.d?id=60305979,psychology,business,,0,
http://www.lrytas.lt/pasaulis/europa/f-hollande-as-megina-nukreipti-demesi-nuo-meiles-trikampio.htm,humaninterest,politics,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/algirdas-butkevicius-rusijos-premjeras-dmitrijus-medvedevas-duju-sektoriaus-reforma-pavadino-lietuvos-reikalu-del-jos-nediskutavo-56-323139,politics,,,0,
http://www.15min.lt/zmones/naujiena/pasaulis/grupe-one-direction-palikes-zaynas-malikas-ir-jo-suzadetine-perrie-edwards-isigijo-bendra-nama-27-514815,humaninterest,,,0,
http://www.tv3.lt/naujiena/525041/policijos-pajegos-numalsino-protestus-alzyre-papildyta-21-19,crime,,,0,
http://grynas.delfi.lt/gamta/gamtininkas-atrodo-kad-gyvunai-turi-daugiau-isminties-nei-zmones.d?id=61011269,nature,,,0,
http://www.tv3.lt/naujiena/623485/google-ketina-mazinti-darbuotoju-skaiciu-motorola-padalinyje,business,,,0,
http://www.15min.lt/naujiena/aktualu/nusikaltimaiirnelaimes/pasienieciai-pereme-nerimi-plukdytu-cigareciu-uz-puse-milijono-litu-59-328706,crime,,,0,
http://www.diena.lt/naujienos/sveikata/sveikata/sveikatos-fronte-tukstantis-nauju-specialistu-493633,health,,,0,
http://www.alfa.lt/straipsnis/15059570/ministras-inspektoriai-vengdavo-tikrinti-problemines-imones,politics,business,,0,
http://www.diena.lt/naujienos/klaipeda/miesto-pulsas/i-karkle-tik-uz-pinigus-660930,politics,business,,0,
http://www.15min.lt/zmones/naujiena/lietuva/nepaisant-konfliktu-su-kaimynu-lino-karaliaus-ir-gintares-gureviciutes-baras-atvere-duris-lankytojams-3-201184,business,humaninterest,,0,
http://www.alfa.lt/straipsnis/15340179/narai-per-speigus-iesko-paskendusio-vaiko,crime,,,0,
http://www.diena.lt/naujienos/klaipeda/miesto-pulsas/klaipedos-r-dege-malkine-ir-lauko-virtuve-319535,crime,,,0,
http://www.tv3.lt/naujiena/733384/kliutys-patekti-i-savo-laukus,politics,,,0,
http://www.delfi.lt/verslas/energetika/lenkija-ketina-mazinti-priklausomybe-nuo-rusijos-duju.d?id=60108925,business,,,0,
http://grynas.delfi.lt/gamta/vilku-gauja-uzpuole-banda-bizonu.d?id=51031309,nature,,,0,
http://www.15min.lt/naujiena/aktualu/pasaulis/popiezius-kanonizavo-pirmaja-australijos-sventaja-57-120285,religion,,,0,
http://www.tv3.lt/naujiena/588103/devils-su-d-zubrumi-iveike-senators-komanda,sports,,,0,
http://www.tv3.lt/naujiena/206063/valdininkai-nenusleps-algu,politics,,,0,
http://www.15min.lt/zmones/naujiena/pasaulis/po-septyniu-savaiciu-slapstymosi-kim-kardashian-pasirode-tv-eteryje-27-358634,humaninterest,entertainment,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/sinoptikai-trumpalaikiai-lietus-po-kaitros-gali-pakenkti-sveikatai-56-108908,weather,health,,0,
http://www.delfi.lt/news/daily/world/jordanijos-karalius-perspeja-del-sirijos-cheminiu-ginklu.d?id=59145491,politics,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/zarasu-policijos-pareigunai-uztikrino-viesaja-tvarka-ir-poilsiautoju-sauguma-patruliuodami-kateriu-56-362204,crime,,,0,
http://www.diena.lt/naujienos/kaunas/miesto-pulsas/kaunas-ketverius-metus-neteko-12-tukst-gyventoju-333536,politics,,,0,
http://www.delfi.lt/verslas/verslas/rase-bakalauro-darba-kilo-verslo-ideja-gali-buti-pirma-tokia-europoje.d?id=66582742,business,,,0,
http://www.tv3.lt/naujiena/215068/is-nelegalaus-karjero-krakese-isvezta-apie-3-tukst-sunkvezimiu-zvyro,crime,,,0,
http://www.delfi.lt/news/daily/world/prie-jemeno-krantu-nuskendo-62-migrantai.d?id=64985793,crime,,,0,
http://www.15min.lt/verslas/naujiena/finansai/butu-kainos-toliau-krenta-662-67303,business,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/palanga-vel-puos-atstatytas-kurhauzas-56-288439,business,,,0,
http://www.diena.lt/naujienos/sportas/futbolas/londono-chelsea-vienuolike-iveike-leicester-city-futbolininkus-688481,sports,,,0,
http://www.lrytas.lt/verslas/energetika/vietoj-baudu-bilietu-kontrolieriaus-patarimai.htm,business,,,0,
http://www.alfa.lt/straipsnis/15155917/lietuvos-rankinio-istorija-pradzia-1927-1931-m,sports,,,0,
http://www.lrytas.lt/verslas/izvalgos-ir-nuomones/latvijos-vyriausybes-atsistatydinimas-netures-itakos-euro-ivedimui.htm,politics,,,0,
http://www.15min.lt/naujiena/aktualu/nusikaltimaiirnelaimes/kauno-rajone-pavogta-410-litru-dyzelino-59-185348,crime,,,0,
http://www.delfi.lt/verslas/kaimas/ka-miestieciu-seima-veikia-kaime-be-kanalizacijos-ir-su-buriu-zasu.d?id=65696472,business,,,0,
http://www.diena.lt/naujienos/nuomones/nuomones/modernizmui-kauno-senamiestyje-ne-479760,politics,,,0,
http://vz.lt/archive/article/2013/10/10/es-irgi-siuncia-delegacija-i-maskva-kalbetis-apie-lietuviska-piena,politics,business,,0,
http://www.alfa.lt/straipsnis/15154896/aleksandrui-masliakovui-agitbrigados-per-metus-uzdirba-3-5-milijono-doleriu,entertainment,business,,0,
http://www.alfa.lt/straipsnis/14185174/gaisras-skerdykloje-sugadino-50-tonu-mesos,crime,,,0,
http://www.lrytas.lt/pramogos/tv-kinas/zaislu-muziejaus-zaislai-virs-animacinio-filmo-apie-tris-karalius-herojais.htm,entertainment,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/savaitrastis-15min-apsiperkantiems-e-maximalt-56-192443,business,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/konstitucinis-teismas-dar-karta-aiskins-generalinio-prokuroro-atleidimo-pagrindus-56-389110,crime,,,0,
http://www.alfa.lt/straipsnis/15166352/barcelona-treneris-tokio-zaidimo-sau-negalime-leisti,sports,,,0,
http://iq.lt/kultura/didysis-stebetojas,humaninterest,entertainment,,0,
http://www.tv3.lt/naujiena/244065/lionel-richie-patinka-buti-seneliu,humaninterest,,,0,
http://www.15min.lt/naujiena/aktualu/pasaulis/sutapimas-ar-padeka-svedija-skirs-60-mln-jav-doleriu-parama-kambodzai-kai-sioje-buvo-suimtas-vienas-is-the-pirate-bay-ikureju-57-247280,crime,,,0,
http://www.alfa.lt/straipsnis/49856325/socialiniuose-tinkluose-plinta-pavojingas-paracetamolio-issukis,crime,health,,0,
http://www.15min.lt/naujiena/aktualu/pasaulis/egipto-opozicija-ragina-balsuoti-pries-naujaji-konstitucijos-projekta-57-287885,politics,,,0,
http://www.tv3.lt/naujiena/758609/i-lietuva-atvyksta-hitachi-atstovai,business,,,0,
http://www.tv3.lt/naujiena/548208/per-aviakatastrofa-maroke-zuvo-78-zmones,crime,,,0,
http://www.tv3.lt/naujiena/412564/gimus-dvynukams-pasalpos-dydis-nepadvigubeja,politics,,,0,
http://www.tv3.lt/naujiena/622292/iranas-turime-teise-atsakyti-i-puolima,politics,,,0,
http://www.delfi.lt/verslas/verslas/vadovas-ir-krepsinio-teisejas-zaidimai-skirtingi-taisykles-tos-pacios.d?id=65956070,psychology,business,sports,0,
http://vz.lt/archive/article/2015/4/27/lrytas-lt-rankose-naujas-pirkinys,business,,,0,
http://www.tv3.lt/naujiena/388971/laiku-is-sengeno-erdves-neisvyke-uzsienieciai-gavo-baudas,crime,,,0,
http://www.alfa.lt/straipsnis/1166103/federeris-londone-nesunkiai-iveike-nishikori,sports,,,0,
http://www.delfi.lt/verslas/verslas/cekijos-prezidentas-del-alkoholio-krizes-kalti-dideli-mokesciai.d?id=59548877,business,politics,,0,
http://www.diena.lt/naujienos/laisvalaikis-ir-kultura/zvaigzdes-ir-pramogos/klaipedos-laukia-grandiozinis-sel-koncertas-698186,entertainment,,,0,
http://www.15min.lt/naujiena/laisvalaikis/ivairenybes/prancuzijos-mokslininkai-atskleide-kai-kurias-pingvinu-gyvenimo-juroje-paslaptis-61-40801,nature,,,0,
http://www.delfi.lt/news/daily/education/kovai-su-paaugliu-pamegtu-silpnu-alkoholiu-sunkieji-ginklai.d?id=12538611,politics,,,0,
http://vz.lt/archive/article/2014/11/26/pasiulyta-sugrieztinti-kelioniu-organizavimo-tvarka,business,travel,,0,
http://www.alfa.lt/straipsnis/10417674/isminuota-vsd-operacija-mina,crime,politics,,0,
http://www.delfi.lt/pramogos/zmones/zvaigzdes-apie-sauktiniu-kariuomene-kas-vengtu-o-kas-siulosi-i-snaiperes.d?id=67296748,humaninterest,,,0,
http://www.lrytas.lt/pramogos/zmones/krepsininku-mylimosios-naujas-sportininku-sirdies-drauges-priims-isskestomis-rankomis.htm,humaninterest,,,0,
http://iq.lt/pasaulis/vamzdziai-neatsiejami-nuo-politikos,business,politics,,0,
http://www.tv3.lt/naujiena/535215/valdzios-pagalba-nevaisingoms-poroms-skatina-medicinini-turizma,health,politics,,0,
http://www.tv3.lt/naujiena/196440/z-karcemarsko-ir-a-klimaviciaus-klubas-rusijoje-vejasi-lyderius,sports,,,0,
http://www.diena.lt/naujienos/pasaulis/ekonomika-ir-politika/es-ir-jav-atnaujina-derybas-del-laisvosios-prekybos-temdomas-snipinejimo-skandalo-427363,politics,business,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/prezidente-klibina-energetikos-viceministriu-postus-j-neverovicius-ju-kol-kas-neaukoja-56-432410,politics,,,0,
http://www.delfi.lt/news/ringas/lit/vlaucius-akubiliaus-mazuma-arba-kaip-dar-imanoma-pasitenkinti.d?id=29057375,politics,,,0,
http://vz.lt/archive/article/2013/4/3/vilniuje-kova-del-5-viesojo-transporto-keleiviu,business,,,0,
http://www.alfa.lt/straipsnis/1196253/sensacija-fareru-salos-sugebejo-iveikti-2004-uju-europos-cempionus,sports,,,0,
http://www.alfa.lt/straipsnis/113543/zmonos-ir-meiluzes-savarankisko-gyvenimo-pamokos,psychology,,,0,
http://www.alfa.lt/straipsnis/49864872/purvo-nuosliauzos-nepale-pasiglemze-desimtis-gyvybiu,crime,,,0,
http://www.alfa.lt/straipsnis/10426652/rio-de-zaneire-sarvuociais-meginama-ivesti-tvarka-lusnynuose,crime,,,0,
http://www.lrytas.lt/pramogos/tv-kinas/e-masiulis-dziaugiasi-atsikrates-30-kg-o-dietologai-jo-dziaugsma-mala-i-miltus.htm,humaninterest,health,,0,
http://www.tv3.lt/naujiena/534736/lietuvoje-rekordinis-laikinai-iregistruotu-automobiliu-kiekis,auto,,,0,
http://www.diena.lt/naujienos/lietuva/salies-pulsas/rjdagys-pensijos-ir-motinystes-atostogos-tarp-prioritetu-304589,politics,,,0,
http://www.alfa.lt/straipsnis/49802511/apklausa-asmeniniu-automobiliu-atsisakyti-neketina,auto,,,0,
http://www.delfi.lt/news/daily/crime/per-menesi-beveik-35-tukst-pranesimu-apie-smurta-seimoje-pradeti-1149-ikiteisminiai-tyrimai.d?id=54296467,crime,,,0,
http://www.alfa.lt/straipsnis/49866534/pirmine-diagnoze-arlauskio-trauma-nera-rimta,sports,health,,0,
http://grynas.delfi.lt/gamta/6-naujos-gyvunu-ir-augalu-rusys.d?id=58814759,nature,,,0,
http://www.tv3.lt/naujiena/806309/i-simonyte-pradeda-darba-pagrindineje-europos-banku-prieziuros-institucijoje,politics,,,0,
http://www.delfi.lt/gyvenimas/grozis_ir_sveikata/judam-kartu-pristato-treniruote-visam-kunui.d?id=59867867,health,,,0,
http://www.tv3.lt/naujiena/731884/j-kazlauskas-i-rinktines-pasirengimo-stovykla-turetu-veluoti-tik-j-valanciunas,sports,,,0,
http://www.diena.lt/naujienos/verslas/ekonomika/nauja-tvarka-leis-jaunimui-igyti-praktiniu-igudziu-670324,business,,,0,
http://www.tv3.lt/naujiena/838582/gazpromui-nebeliko-kam-parduoti-duju,business,,,0,
http://www.delfi.lt/archive/antrajame-ture-vienos-partijos-zada-parama-partneriams-kitos-tai-spresti-palieka-vietos-skyriams.d?id=59780907,politics,,,0,
http://www.alfa.lt/straipsnis/15086063/dar-viena-kristupo-krivicko-prodiusuojama-laida-dingsta-is-tv3-eterio,entertainment,humaninterest,,0,
http://www.alfa.lt/straipsnis/14970151/sunkmeciu-tik-trys-ministerijos-nedidino-valdininku-skaiciaus,politics,,,0,
http://www.tv3.lt/naujiena/573106/pajurio-verslininkai-lietuviai-pradeda-mokytis-atostogauti,business,travel,,0,
http://www.15min.lt/zmones/naujiena/archyvas/kvieciu-sokti/katazina-nemycko-sokiu-stovykloje-atrado-broli-manta-stonku-624-229432,humaninterest,,,0,
http://www.lrytas.lt/pramogos/zmones/gintare-gureviciute-neatsispyre-irklenciu-sportui.htm,humaninterest,,,0,
http://grynas.delfi.lt/aplinka/sildymo-kainas-gali-kilstelti-tirsti-kaminu-dumai.d?id=63716280,business,,,0,
http://www.15min.lt/zmones/naujiena/gyvenimo-skonis/grozis/tyrimas-lietuviai-vis-dar-vartoja-per-mazai-vandensvandens-53-156888,health,,,0,
http://www.tv3.lt/naujiena/750707/spaudos-apzvalga-banditu-gaujos-ekonomines-krizes-nejaucia,politics,,,0,
http://www.diena.lt/naujienos/laisvalaikis-ir-kultura/zvaigzdes-ir-pramogos/mokslu-akademija-sostineje-uzlies-muzika-ldk-laiku-603950,entertainment,,,0,
http://www.15min.lt/naujiena/laisvalaikis/ivairenybes/nasa-planuoja-kosmose-irengti-degalines-61-163959,technology,business,,0,
http://www.tv3.lt/naujiena/816444/lenkams-apmaudu-sgd-terminalu-statybu-lenktynese-jiems-nosis-nusluoste-lietuviai,business,,,0,
http://www.lrytas.lt/verslas/rinkos-pulsas/rublio-bedos-po-netiketo-centrinio-banko-zingsnio-jis-vel-pinga.htm,business,,,0,
http://www.tv3.lt/naujiena/718961/kaip-turetu-atrodyti-v-putino-limuzinas,auto,humaninterest,,0,
http://grynas.delfi.lt/gamta/erelis-nusvilpe-upetaki-zvejui-is-panoses-su-visu-kabliuku.d?id=61388477,nature,,,0,
http://www.lrytas.lt/lietuvos-diena/kriminalai/lietuvis-neigia-nuzudes-airijoje-gyvenusias-motina-su-dukrele.htm,crime,,,0,
http://www.tv3.lt/naujiena/619007/lufthansa-darbuotojai-nauju-streiku-nerengs-maziausiai-menesi,business,,,0,
http://www.15min.lt/naujiena/aktualu/lietuva/prokurorai-tiria-priesgaisrines-apsaugos-ir-gelbejimo-departamento-ir-nt-service-sutarti-56-476854,crime,,,0,
http://www.delfi.lt/gyvenimas/meile/ar-verta-atsisveikinti-su-libido-vos-sulaukus-40-ties.d?id=14742774,psychology,,,0,
http://www.lrytas.lt/lietuvos-diena/kriminalai/savo-geradare-isprievartaves-ir-nuzudes-vaikinas-kales-16-metu.htm,crime,,,0,
http://www.tv3.lt/naujiena/283832/lietuvoje-pagrindinis-vp-market-konkurentas-iki,business,,,0,
http://www.tv3.lt/naujiena/372090/septintokes-akimis-as-ne-noriu-dirbti-seime,politics,,,0,
http://www.alfa.lt/straipsnis/10515154/chiraca-smaugia-gandai-apie-liga,crime,health,,0,
http://www.delfi.lt/gyvenimas/receptai/tirsti-kokteiliai.d?id=59921839,food,,,0,
http://www.alfa.lt/straipsnis/15075114/dzordanos-butkutes-sugrizimas-lady-gaga-primenantys-apdarai-ir-ispudingas-renginio-uzdarymas,entertainment,humaninterest,,0,
http://www.lrytas.lt/lietuvos-diena/nelaimes/pesciuju-perejoje-vilniuje-partrenktas-pesciasis.htm,crime,,,0,
http://www.lrytas.lt/verslas/izvalgos-ir-nuomones/ministerija-per-menkai-domisi-kam-leidziami-valstybes-pinigai.htm,politics,,,0,
http://www.lrytas.lt/lietuvos-diena/aktualijos/teiseja-auklejusiam-n-venckienes-salininkui-13-tukst-litu-bauda-201305031600.htm,crime,,,0,
http://www.tv3.lt/naujiena/402101/bandys-atpazinti-pagal-spenelius,crime,,,0,
